generation,highest_score,average_score,lowest_score,total_wins,total_losses,total_draws,highest_defection_rate,average_defection_rate,lowest_defection_rate
284,8812,8501.46,0,8615,8615,2570,0.5227128160646166,0.5225565721853809,0.5224386058181072
285,8790,8496.6,0,8607,8607,2586,0.5227625909444091,0.522653476241993,0.5224605272452162
286,8733,8495.22,0,8629,8629,2542,0.5227925690056627,0.5226614855690594,0.5225026720533781
287,8826,8497.56,0,8555,8555,2690,0.522792803768681,0.5226568776212415,0.5224688404512966
288,8755,8506.64,0,8633,8633,2534,0.5227525666425684,0.5226624835129663,0.5224812319148505
289,8864,8505.08,0,8661,8661,2478,0.5228015179013364,0.5226659242149261,0.5224852884562503
290,8784,8504.78,0,8599,8599,2602,0.5228154213504186,0.5226740090359191,0.52250484589063
291,8852,8499.11,0,8605,8605,2590,0.5228383328599623,0.5226882287183295,0.5224751116063301
292,8871,8504.88,0,8600,8600,2600,0.5228338713159981,0.5226912197237329,0.5224791475016013
293,8848,8501.28,0,8560,8560,2680,0.5228637972998875,0.5227290719583952,0.5224768269881052
294,8782,8490.21,0,8621,8621,2558,0.5228917182530028,0.5227818776525289,0.5225159714901018
295,8837,8496.67,0,8604,8604,2592,0.5229275327959538,0.5228063709642659,0.5225072560598877
296,8838,8495.67,0,8691,8691,2418,0.5229622111599783,0.5227663217322971,0.5224896492839076
297,8733,8477.98,0,8615,8615,2570,0.5229984407836756,0.5228583075545279,0.5226621567137286
298,8792,8501.79,0,8600,8600,2600,0.5230602095590654,0.5228935188889422,0.522737496421707
299,8765,8489.13,0,8591,8591,2618,0.523090554669502,0.5229264752791069,0.5227680311890838
300,8761,8489.98,0,8613,8613,2574,0.523061529793476,0.5229581617892511,0.5228416354487346
301,8728,8493.95,0,8636,8636,2528,0.5230705451165542,0.5229536564670757,0.5227941668339019
302,8758,8496.34,0,8641,8641,2518,0.5230786236518389,0.5229772012288948,0.5228671990006019
303,8797,8492.35,0,8578,8578,2644,0.5230866490388651,0.5229710715185094,0.5228619295447551
304,8765,8486.7,0,8639,8639,2522,0.5230554030381468,0.5229654264822513,0.5228601807549176
305,8727,8479.98,0,8535,8535,2730,0.5230903809335182,0.5229916033399007,0.5228818977528988
306,8748,8479.18,0,8624,8624,2552,0.5231259968102073,0.5230015308234063,0.5228844245645206
307,8736,8491.77,0,8627,8627,2546,0.523153614062705,0.5230041270531701,0.5228437830112471
308,8762,8481.25,0,8581,8581,2638,0.5231965369931645,0.5230146121408255,0.5228403950938443
309,8871,8480.96,0,8596,8596,2608,0.5231525784157363,0.5230139167567011,0.522890192245031
310,8793,8480.7,0,8583,8583,2634,0.5231901003605184,0.5230535939869158,0.5229302673032576
311,8734,8481.16,0,8618,8618,2564,0.5232469771943457,0.523055376640903,0.5229206709469867
312,8779,8482.49,0,8606,8606,2588,0.5233034905979248,0.523090650918127,0.5229544477904996
313,8731,8470.46,0,8604,8604,2592,0.5233469458243176,0.5231301364296672,0.5229727716318396
314,8770,8494.33,0,8676,8676,2448,0.5233715602136655,0.5231729829624565,0.5229563808511177
315,8751,8496.25,0,8543,8543,2714,0.5234019071460777,0.5231495585434627,0.5229350466692239
316,8816,8481.02,0,8589,8589,2622,0.5234479948077823,0.5232293296571894,0.5230044090246647
317,8767,8483.81,0,8668,8668,2464,0.5235272285917768,0.5233111067644337,0.5231268327097522
318,8735,8489.06,0,8560,8560,2680,0.523529303928578,0.5233567234796402,0.5231459955102918
319,8814,8482.66,0,8608,8608,2584,0.5235513024986709,0.523345278442318,0.5231982655502392
320,8744,8484.04,0,8578,8578,2644,0.5235930381036136,0.5233566439936336,0.5231922438021799
321,8701,8474.06,0,8663,8663,2474,0.5235973662747118,0.523420524301531,0.5233117378426303
322,8834,8488.15,0,8595,8595,2610,0.5235317160524917,0.5233957795323285,0.5233004643139888
323,8744,8478.49,0,8609,8609,2582,0.5235846115475745,0.5234367554689188,0.5233557143888528
324,8762,8490.93,0,8627,8627,2546,0.5235668425142109,0.5234233836339099,0.5233345601766655
325,8781,8486.11,0,8596,8596,2608,0.5234994439062892,0.523410941836838,0.5233119049715756
326,8755,8489.49,0,8645,8645,2510,0.5235527657063147,0.5234301976793528,0.5233308458803388
327,8712,8478.96,0,8570,8570,2660,0.5235457916780125,0.5234436064755383,0.5233237380220692
328,8740,8483.47,0,8582,8582,2636,0.5235380520934833,0.5234449437584938,0.5233546470948487
329,8727,8489.22,0,8627,8627,2546,0.5235762730978042,0.5234491969133116,0.5233136790553059
330,8774,8488.36,0,8595,8595,2610,0.5236174754381147,0.523480054159018,0.523342825616637
331,8744,8487.34,0,8597,8597,2606,0.5235879723038886,0.5235053291315181,0.5233581855332013
332,8748,8480.26,0,8615,8615,2570,0.5236145236145237,0.523513242109733,0.5234013918224445
333,8851,8493.0,0,8592,8592,2616,0.5236385283659157,0.5235091698580514,0.5234109134203682
334,8866,8487.59,0,8619,8619,2562,0.5236830203051727,0.523552175327509,0.523405302038452
335,8743,8486.11,0,8569,8569,2662,0.5236892736892736,0.5235598465861625,0.52341475532265
336,8794,8495.95,0,8582,8582,2636,0.5237507039787221,0.5236088828311226,0.5234202086458841
337,8816,8497.17,0,8569,8569,2662,0.5237669438074296,0.5236144377439923,0.5235396632157766
338,8820,8489.49,0,8562,8562,2676,0.5237407454454497,0.5236126754268348,0.5235290335430065
339,8794,8484.67,0,8650,8650,2500,0.5237764643337399,0.5236274822528691,0.5235427025674704
340,8823,8496.85,0,8642,8642,2516,0.5237862495927013,0.5236453982641666,0.5235266696912012
341,8795,8491.18,0,8626,8626,2548,0.5237866507487929,0.5236707565031662,0.5235410429316246
342,8843,8481.43,0,8606,8606,2588,0.5237715500873396,0.5236677578299491,0.5235793565546519
343,8777,8490.08,0,8627,8627,2546,0.5238106276967966,0.5236999276733059,0.5235471298047798
344,8744,8486.48,0,8654,8654,2492,0.5237909221890915,0.5237106226259542,0.5236006133031305
345,8802,8494.77,0,8639,8639,2522,0.5238158893467686,0.5237245208396716,0.5236361177949252
346,8897,8483.43,0,8579,8579,2642,0.523852969249602,0.5237462291656134,0.5236453722727042
347,8720,8491.53,0,8625,8625,2550,0.5238783784609556,0.5237527116292995,0.5236568650815475
348,8824,8490.25,0,8607,8607,2586,0.5239257299278413,0.5237764540290555,0.5236561056196104
349,8753,8488.16,0,8605,8605,2590,0.5239492671071618,0.5238509835194044,0.523691045796309
350,8727,8491.47,0,8581,8581,2638,0.5239961468031643,0.5238798087336096,0.5237719828363103
351,8902,8488.45,0,8675,8675,2450,0.5240344533855299,0.5238796004301388,0.5237716579672321
352,8781,8495.14,0,8604,8604,2592,0.524065012733568,0.5239018558930592,0.5237653107788787
353,8803,8487.97,0,8624,8624,2552,0.5240878905018066,0.523862577604772,0.5237635048072158
354,8789,8482.73,0,8600,8600,2600,0.5240589737253933,0.5238787279765781,0.523736250570943
355,8720,8494.27,0,8583,8583,2634,0.5240794999074124,0.5239257297994729,0.523755443255739
356,8814,8483.46,0,8603,8603,2594,0.5240775736131773,0.5239194763498168,0.5237395330274587
357,8718,8482.0,0,8613,8613,2574,0.5241320883043906,0.523953130243927,0.5237326217185082
358,8714,8488.76,0,8564,8564,2672,0.5241115153884542,0.5239072812866978,0.5237598089086141
359,8704,8476.49,0,8606,8606,2588,0.5240917951444267,0.5239073631047314,0.523741804004962
360,8735,8474.19,0,8588,8588,2624,0.524153180735773,0.5239471990645632,0.5237445161632361
361,8741,8479.84,0,8647,8647,2506,0.5241731064644702,0.5239979028434975,0.523799348530375
362,8726,8479.4,0,8584,8584,2632,0.5242178197811082,0.523981236169144,0.5238070131502058
363,8822,8482.52,0,8613,8613,2574,0.5241980241980242,0.5239714817346397,0.5238080632817474
364,8719,8472.21,0,8612,8612,2576,0.5242220328737993,0.524008258504293,0.5238455208174025
365,8722,8466.14,0,8573,8573,2654,0.5241631151898624,0.5239682633060546,0.5238442811781897
366,8839,8485.34,0,8519,8519,2762,0.5241740508483661,0.5239631942543173,0.5238575341830756
367,8673,8480.49,0,8576,8576,2648,0.5240830790744978,0.5239795047153462,0.5238714374869982
368,8781,8478.9,0,8609,8609,2582,0.524099214942176,0.5239917071153698,0.5238910283839681
369,8761,8469.26,0,8524,8524,2752,0.5241353793985373,0.5239938359412043,0.5238853686222107
370,8799,8489.4,0,8605,8605,2590,0.5241520037945063,0.5239981099117147,0.5238711415474077
371,8748,8485.11,0,8565,8565,2670,0.5241806863199053,0.5240161018790054,0.5239091537903083
372,8679,8474.15,0,8580,8580,2640,0.5241785713776683,0.5240277759961689,0.5239020656686806
373,8700,8473.76,0,8648,8648,2504,0.5241835751264403,0.5240221949298784,0.5239255771904238
374,8837,8479.16,0,8579,8579,2642,0.52421407052986,0.5240539642034379,0.5238865851497431
375,8733,8482.46,0,8639,8639,2522,0.5242352132749669,0.5240604957752212,0.5239071849514179
376,8716,8480.55,0,8615,8615,2570,0.5242506031979716,0.5240687483518698,0.5239029975872082
377,8758,8489.78,0,8612,8612,2576,0.5242820856855944,0.5241172094096069,0.5239782959081205
378,8794,8472.15,0,8680,8680,2440,0.5243344428874216,0.5241470671160993,0.5239935811384221
379,8843,8476.19,0,8552,8552,2696,0.5243396569573855,0.5241843993956183,0.5239479280338006
380,8711,8471.47,0,8622,8622,2556,0.5243608902954117,0.5242249054992527,0.5240594925634295
381,8714,8478.93,0,8615,8615,2570,0.5243924502673469,0.5242157104247211,0.5240570488572693
382,8792,8471.79,0,8615,8615,2570,0.524443278462792,0.5242325203387455,0.524040737178019
383,8773,8472.16,0,8622,8622,2556,0.5244619993797626,0.5242858339424954,0.524075043195109
384,8793,8474.27,0,8650,8650,2500,0.5244730283007795,0.5243209815171539,0.5240898389223748
385,8752,8478.18,0,8621,8621,2558,0.5245432233433325,0.5243736175499197,0.5241052466304716
386,8785,8471.59,0,8649,8649,2502,0.5245690963765219,0.5243102382453668,0.5240745548783085
387,8717,8475.66,0,8621,8621,2558,0.5245235863792564,0.5243030275626583,0.5240823865349096
388,8774,8485.11,0,8621,8621,2558,0.5245097436275896,0.5242601498683218,0.5241079445517275
389,8839,8483.16,0,8593,8593,2614,0.5244898376477324,0.5242568532831692,0.5241040635777477
390,8836,8471.92,0,8610,8610,2580,0.5244360416658169,0.524256748396606,0.524134874114683
391,8796,8477.38,0,8603,8603,2594,0.5242930106651911,0.5242263057535613,0.5241526435135457
392,9006,8484.17,0,8575,8575,2650,0.5243218308706457,0.5242309528930665,0.5241527366878914
393,8810,8480.8,0,8647,8647,2506,0.5243781658422321,0.5242622592475654,0.524162274629814
394,8767,8469.55,0,8612,8612,2576,0.5243756687460884,0.5242696451523902,0.5241589781896244
395,8833,8486.22,0,8609,8609,2582,0.524396678104812,0.5242792693011993,0.5241509996294685
396,8777,8474.22,0,8684,8684,2432,0.5244055295095995,0.5242683095036271,0.5241792176035845
397,8785,8490.04,0,8598,8598,2604,0.5244183437121813,0.5242590010125053,0.5241551991750352
398,8952,8488.96,0,8576,8576,2648,0.5243038484035714,0.5242371345695446,0.5241372969904826
399,8785,8477.09,0,8624,8624,2552,0.5242995746943115,0.5242456605528973,0.5241560340244551
400,8826,8481.67,0,8580,8580,2640,0.5243370839249564,0.5242646241917803,0.5241885981484354
401,8768,8490.59,0,8609,8609,2582,0.5243281201647266,0.5242776746252787,0.5242157103901016
402,8797,8485.74,0,8628,8628,2544,0.5243561381082603,0.5242843084099451,0.5242110276066133
403,8771,8473.33,0,8539,8539,2722,0.5243616466909848,0.5243037659029061,0.524234660308136
404,8753,8485.57,0,8646,8646,2508,0.524405195555293,0.5243121599359418,0.5242266721798886
405,8778,8491.46,0,8624,8624,2552,0.5243732371681555,0.5243086491044749,0.5242318177889865
406,8753,8488.01,0,8612,8612,2576,0.5243865004630555,0.5243217575992697,0.5242519596586582
407,8751,8480.75,0,8625,8625,2550,0.524414683470411,0.5243291988512577,0.5242290031376718
408,8851,8496.36,0,8605,8605,2590,0.5244069832282418,0.5243350439148923,0.5242308557197246
409,8742,8482.1,0,8541,8541,2718,0.5244570220821826,0.5243603558045151,0.5242839174803231
410,8692,8479.69,0,8623,8623,2554,0.5244434355075922,0.5243709990156399,0.5242888612078009
411,8812,8483.74,0,8649,8649,2502,0.524446044502253,0.5243715837475418,0.5243034587056048
412,8674,8482.31,0,8580,8580,2640,0.5244788911158225,0.524385926294936,0.52429738959623
413,8740,8476.75,0,8570,8570,2660,0.5244878225427424,0.5244060295299806,0.5243035490937855
414,8730,8482.79,0,8621,8621,2558,0.5245127239420201,0.5244035920396098,0.5243301755667006
415,8736,8484.28,0,8594,8594,2612,0.5244953328834908,0.5244125209585736,0.5243330317343475
416,8760,8482.01,0,8599,8599,2602,0.5244576268809514,0.5243987840031002,0.5243154758489859
417,8794,8480.16,0,8612,8612,2576,0.5244875091890957,0.5244188103650456,0.5243266205240519
418,8699,8480.36,0,8568,8568,2664,0.5245166144550644,0.5244331202998456,0.5243205830443615
419,8763,8490.61,0,8642,8642,2516,0.524522796891218,0.5244350396192502,0.5242892584997848
420,8833,8477.08,0,8545,8545,2710,0.5245289499571285,0.5244367730309722,0.5243426893008091
421,8742,8476.08,0,8569,8569,2662,0.5245199563608144,0.5244485009738189,0.5243643720820074
422,8882,8475.42,0,8543,8543,2714,0.524534884743918,0.5244635103052424,0.5243765262428943
423,8856,8489.57,0,8638,8638,2524,0.5245654158265877,0.5244746120590211,0.524383607675564
424,8782,8472.63,0,8571,8571,2658,0.5246239484629578,0.5245148638083621,0.524424430059105
425,8815,8483.74,0,8579,8579,2642,0.524649759267995,0.5245323571769087,0.5244413494969462
426,8737,8470.44,0,8604,8604,2592,0.5246692239789738,0.5245654498890046,0.5244550770866561
427,8756,8474.9,0,8514,8514,2772,0.524696050519956,0.5246009032777356,0.5244706037253996
428,8774,8473.09,0,8561,8561,2678,0.5247091204029003,0.5246121502102364,0.5244693282970795
429,8799,8470.3,0,8579,8579,2642,0.5247171840807092,0.5245909399997527,0.5244662042703658
430,8752,8474.1,0,8651,8651,2498,0.5247591311823819,0.5246079984112711,0.5244803635327508
431,8706,8471.62,0,8605,8605,2590,0.5247670417626558,0.5245777831925492,0.5245043022820801
432,8715,8469.1,0,8559,8559,2682,0.5247552711999047,0.5245930927114837,0.524489455144615
433,8734,8490.68,0,8571,8571,2658,0.5247790786840023,0.5246097587566179,0.5245010130409111
434,8748,8473.57,0,8593,8593,2614,0.5247997213514455,0.5246282302761432,0.5245155731544117
435,8701,8474.61,0,8634,8634,2532,0.5248172209784957,0.5246537380077941,0.5245507952533544
436,8758,8474.65,0,8646,8646,2508,0.5247452241309883,0.524612261358618,0.5245566589659086
437,8773,8486.08,0,8551,8551,2698,0.5246954039311645,0.5246304974765679,0.5245624959035197
438,8736,8472.99,0,8624,8624,2552,0.5247033335392045,0.5246480631758178,0.5245840493412727
439,8751,8480.47,0,8621,8621,2558,0.5247251220337344,0.5246761273017254,0.5246206079938137
440,8741,8486.59,0,8569,8569,2662,0.5247401813817854,0.5246682422747585,0.5246154105803229
441,8734,8467.02,0,8581,8581,2638,0.5247635921010534,0.5246914549159132,0.5246385021926817
442,8758,8474.05,0,8613,8613,2574,0.5247598954976881,0.5246997958676703,0.5246410883217346
443,8845,8472.59,0,8653,8653,2494,0.5247765708292024,0.5247159539922699,0.5246544391281234
444,8723,8474.06,0,8613,8613,2574,0.5247812244264048,0.5247313047685609,0.5246677299308878
445,8714,8469.36,0,8523,8523,2754,0.5248144651614087,0.5247431597065773,0.5246487771269457
446,8762,8482.07,0,8598,8598,2604,0.5248404211668076,0.524760093576766,0.5246418024588283
447,8877,8485.35,0,8630,8630,2540,0.5248306609326346,0.5247777172571582,0.5246846994379889
448,8800,8484.62,0,8584,8584,2632,0.5248375206762266,0.5247690597215857,0.5246918842628607
449,8785,8477.1,0,8621,8621,2558,0.5248579360860063,0.5247452300785633,0.524675409061374
450,8785,8483.99,0,8610,8610,2580,0.5248045868888441,0.5247591624024114,0.5246979068311779
451,8796,8475.32,0,8633,8633,2534,0.524846156017558,0.5247733624084346,0.5247120718126773
452,8840,8473.61,0,8640,8640,2520,0.5248740454387021,0.524791806762877,0.5247156120282646
453,8802,8481.25,0,8572,8572,2656,0.5249152784511004,0.5248071311304557,0.5247408000711965
454,8798,8471.29,0,8525,8525,2750,0.5248873933084459,0.5248126551810762,0.5247331615752668
455,8771,8470.47,0,8634,8634,2532,0.524914425883955,0.5248372692763273,0.5247471249895073
456,8747,8479.09,0,8614,8614,2572,0.5249436667725278,0.524869569820048,0.5247621906034897
457,8760,8464.05,0,8519,8519,2762,0.5249820661220339,0.5248520542125461,0.5247591985123587
458,8776,8474.11,0,8609,8609,2582,0.5249791806379354,0.5249008025444213,0.5247938622551626
459,8761,8477.09,0,8587,8587,2626,0.525014446524744,0.5249280678639946,0.524804682985461
460,8742,8477.92,0,8674,8674,2452,0.5250259185069095,0.5249566564145854,0.5248852262780793
461,8767,8481.62,0,8603,8603,2594,0.5250298611542631,0.5249725956304904,0.524926871816824
462,8810,8481.0,0,8609,8609,2582,0.525036657354493,0.524987059408453,0.524922982237976
463,8740,8473.67,0,8621,8621,2558,0.5250566004876349,0.5249963278428569,0.5249511906726063
464,8774,8483.12,0,8632,8632,2536,0.5250816026707368,0.5250176353232376,0.5249364042233312
465,8685,8478.15,0,8575,8575,2650,0.5250945187132221,0.525020181485056,0.5249496318504676
466,8726,8476.41,0,8572,8572,2656,0.5251472233890807,0.5250463669718711,0.5249588184334043
467,8742,8482.19,0,8572,8572,2656,0.5251695997310032,0.5250482501578992,0.5249424065213539
468,8769,8481.6,0,8631,8631,2538,0.5251924474233979,0.525077443722377,0.5249413674394036
469,8726,8471.9,0,8626,8626,2548,0.5252078455325936,0.5251061850305974,0.5249623898560069
470,8757,8474.02,0,8599,8599,2602,0.525222049526441,0.5251514474276795,0.5250194423845111
471,8785,8465.97,0,8601,8601,2598,0.5252435145387866,0.5251644567891222,0.525066679281666
472,8728,8469.46,0,8615,8615,2570,0.5252665747269063,0.525159461534225,0.5250524607373389
473,8763,8481.42,0,8581,8581,2638,0.5252895376146542,0.5251747319968507,0.5250551259878375
474,8820,8474.87,0,8598,8598,2604,0.5252872212429,0.5251835473852093,0.5250717703349282
475,8694,8472.09,0,8593,8593,2614,0.5252670446168898,0.5251805371271316,0.5250648903899678
476,8735,8479.78,0,8608,8608,2584,0.5253032364915847,0.5252045056100005,0.5250942616053507
477,8788,8475.93,0,8579,8579,2642,0.5253187012160806,0.5252215504527772,0.5251007098067217
478,8820,8472.03,0,8592,8592,2616,0.5253396507654281,0.5252754220592919,0.5251187848155214
479,8768,8470.36,0,8603,8603,2594,0.5253527600567074,0.5252817096402622,0.5252204058125111
480,8803,8478.16,0,8576,8576,2648,0.5253647095752358,0.5253033618823092,0.5252177094282358
481,8772,8470.37,0,8627,8627,2546,0.5253589619717596,0.525318135493392,0.5252398410839119
482,8795,8466.89,0,8594,8594,2612,0.5253923125776673,0.5253269097205024,0.5252602300657221
483,8784,8471.62,0,8604,8604,2592,0.525422230130799,0.5253406894082187,0.5252706490744768
484,8759,8479.06,0,8674,8674,2452,0.5253999572502014,0.5253323687224936,0.5252651309623637
485,8724,8483.77,0,8632,8632,2536,0.5253805107606278,0.5253342007906662,0.5252618233449943
486,8747,8471.21,0,8660,8660,2480,0.5253889811330641,0.5253299721520839,0.5252705374287564
487,8701,8468.88,0,8595,8595,2610,0.5253799862298568,0.5253287458275594,0.5252563381877445
488,8791,8471.9,0,8594,8594,2612,0.5253960333069148,0.525342690710789,0.5252666586215181
489,8724,8477.79,0,8662,8662,2476,0.525417439703154,0.5253608914060043,0.5252736820405993
490,8837,8474.19,0,8623,8623,2554,0.5254517519497689,0.5253621378323917,0.525254690760104
